Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Header Length.1,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,true_label,predicted_label,sample_index
445,6026158,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860879.7143,2268447.987,6005215,60,6026158,1506539.5,2999127.23,6005215,582,6007406,3003703.0,4245684.075,6005855,1551,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,582.0,0.0,582,582,6005215.0,0.0,6005215,6005215,DDoS,BENIGN,16719
139,11009233,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201846.6,3035409.529,6005229,107,11000000,3669744.333,3216835.949,6005229,569,6005856,6005856.0,0.0,6005856,6005856,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,569.0,0.0,569,569,6005229.0,0.0,6005229,6005229,DDoS,BENIGN,16720
139,6296,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,899.4285714,1684.393348,4674,3,6296,1574.0,2461.253746,5226,3,5524,2762.0,2703.976331,4674,850,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,17120
445,6023369,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860481.2857,2267537.205,6002752,68,6023369,1505842.25,2997949.596,6002752,552,6005104,3002552.0,4243838.526,6003399,1705,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,552.0,0.0,552,552,6002752.0,0.0,6002752,6002752,DDoS,BENIGN,18183
139,11007386,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201477.2,3034777.322,6002790,85,11000000,3669128.667,3216075.156,6002790,567,6003451,6003451.0,0.0,6003451,6003451,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,567.0,0.0,567,567,6002790.0,0.0,6002790,6002790,DDoS,BENIGN,18184
139,6416,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,916.5714286,1674.503295,4664,3,6416,1604.0,2494.54271,5307,3,5535,2767.5,2682.056021,4664,871,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,18285
445,6027235,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861033.5714,2268874.23,6006337,81,6027235,1506808.75,2999694.798,6006337,587,6008991,3004495.5,4246174.1,6006994,1997,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,587.0,0.0,587,587,6006337.0,0.0,6006337,6006337,DDoS,BENIGN,19297
139,11008876,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201775.2,3035411.237,6006341,101,11000000,3669625.333,3216922.138,6006341,586,6006993,6006993.0,0.0,6006993,6006993,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,586.0,0.0,586,586,6006341.0,0.0,6006341,6006341,DDoS,BENIGN,19298
139,6311,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,901.5714286,1637.440773,4562,3,6311,1577.75,2441.579731,5199,3,5438,2719.0,2606.395595,4562,876,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,19346
445,6027589,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861084.1429,2268664.302,6005909,83,6027589,1506897.25,2999351.805,6005909,576,6008330,3004165.0,4246046.113,6006573,1757,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,576.0,0.0,576,576,6005909.0,0.0,6005909,6005909,DDoS,BENIGN,20393
139,11011786,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2202357.2,3036070.973,6005941,99,11000000,3670595.333,3217496.34,6005941,543,6006543,6006543.0,0.0,6006543,6006543,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,543.0,0.0,543,543,6005941.0,0.0,6005941,6005941,DDoS,BENIGN,20394
139,10287,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,1469.571429,3102.674269,8475,4,10287,2571.75,4412.855189,9168,4,9378,4689.0,5354.212547,8475,903,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,20453
445,6028418,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861202.5714,2268927.334,6006624,96,6028418,1507104.5,2999690.226,6006624,540,6009174,3004587.0,4246382.696,6007233,1941,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,540.0,0.0,540,540,6006624.0,0.0,6006624,6006624,DDoS,BENIGN,21465
139,11009371,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201874.2,3035588.604,6006647,101,11000000,3669790.333,3217102.73,6006647,547,6007207,6007207.0,0.0,6007207,6007207,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,547.0,0.0,547,547,6006647.0,0.0,6006647,6006647,DDoS,BENIGN,21466
139,6361,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,908.7142857,1692.189185,4713,49,6361,1590.25,2483.716755,5287,49,5494,2747.0,2780.343864,4713,781,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,21504
445,6027755,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861107.8571,2269200.941,6007152,114,6027755,1506938.75,3000151.68,6007152,548,6009418,3004709.0,4246900.298,6007721,1697,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,548.0,0.0,548,548,6007152.0,0.0,6007152,6007152,DDoS,BENIGN,22513
139,11011349,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2202269.8,3036065.466,6007126,68,11000000,3670449.667,3217570.061,6007126,569,6007765,6007765.0,0.0,6007765,6007765,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,569.0,0.0,569,569,6007126.0,0.0,6007126,6007126,DDoS,BENIGN,22515
139,6320,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,902.8571429,1656.544539,4620,47,6320,1580.0,2413.643719,5165,47,5469,2734.5,2666.499672,4620,849,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,22986
80,341669,3,6,18,11595,18,0,6.0,10.39230485,2907,0,1932.5,1496.914126,42708.625,120288.3827,340407,18,340952,170476.0,240318.7249,340407,545,341534,68306.8,152407.7619,340942,18,0,104,200,0,2907,1161.3,1495.372272,2236138.233,0,0,0,1,0,0,0,2,104,29200,227,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,23028
0,16009429,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,5336476.333,5278399.761,11400000,2226047,16000000,5336476.333,5278399.761,11400000,2226047,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2226047.0,0.0,2226047,2226047,11400000.0,0.0,11400000,11400000,DDoS,BENIGN,23039
445,6024477,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860639.5714,2268004.117,6003970,87,6024477,1506119.25,2998576.435,6003970,590,6006394,3003197.0,4244699.782,6004653,1741,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,590.0,0.0,590,590,6003970.0,0.0,6003970,6003970,DDoS,BENIGN,24155
139,11008632,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201726.4,3035188.552,6003976,39,11000000,3669544.0,3216517.942,6003976,567,6004620,6004620.0,0.0,6004620,6004620,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,567.0,0.0,567,567,6003976.0,0.0,6003976,6003976,DDoS,BENIGN,24158
139,6286,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,898.0,1660.385698,4578,3,6286,1571.5,2607.138214,5437,3,5467,2733.5,2608.516916,4578,889,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,24405
139,3569687,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1189895.667,2060454.871,3569104,57,3569687,1784843.5,2523325.398,3569104,583,0,0.0,0.0,0,0,0,104,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,104,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,25495
445,3569598,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1189866.0,2060421.67,3569036,74,3569598,1784799.0,2523292.164,3569036,562,0,0.0,0.0,0,0,0,104,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,104,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,25496
123,161,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,161.0,0.0,161,161,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,1,32,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,28662
0,108259271,150,30,0,0,0,0,0.0,0.0,0,0,0.0,0.0,604800.3966,1030141.395,4454503,1,108000000,726572.2886,1089610.382,4454503,1,108000000,3715754.724,1483849.215,7280572,1750920,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,29947
0,117896650,18,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,6205086.842,8642113.278,35700000,82,118000000,6935097.059,8868077.279,35700000,100178,1303170,1303170.0,0.0,1303170,1303170,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2368532.333,190746.0398,2637357,2113280,14800000.0,9208869.311,35700000,11000000,DDoS,BENIGN,36769
445,6026310,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860901.4286,2268250.12,6004787,48,6026310,1506577.5,2998817.026,6004787,521,6007108,3003554.0,4245255.568,6005403,1705,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,521.0,0.0,521,521,6004787.0,0.0,6004787,6004787,DDoS,BENIGN,38950
139,11009268,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201853.6,3035388.071,6004796,75,11000000,3669756.0,3216780.479,6004796,563,6005440,6005440.0,0.0,6005440,6005440,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,563.0,0.0,563,563,6004796.0,0.0,6004796,6004796,DDoS,BENIGN,38952
139,6363,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,909.0,1682.955634,4649,3,6363,1590.75,2634.035481,5495,3,5507,2753.5,2680.641807,4649,858,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,39288
445,6027958,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861136.8571,2268790.05,6006246,54,6027958,1506989.5,2999515.5,6006246,596,6008580,3004290.0,4246391.181,6006942,1638,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,596.0,0.0,596,596,6006246.0,0.0,6006246,6006246,DDoS,BENIGN,40372
139,11010851,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2202170.2,3035893.654,6006342,104,11000000,3670283.667,3217343.118,6006342,571,6006926,6006926.0,0.0,6006926,6006926,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,571.0,0.0,571,571,6006342.0,0.0,6006342,6006342,DDoS,BENIGN,40373
139,6113,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,873.2857143,1682.280368,4622,3,6113,1528.25,2511.753886,5247,3,5489,2744.5,2655.185963,4622,867,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,40664
445,6027003,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861000.4286,2268935.966,6006444,124,6027003,1506750.75,2999804.816,6006444,566,6008784,3004392.0,4246378.454,6007035,1749,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,566.0,0.0,566,566,6006444.0,0.0,6006444,6006444,DDoS,BENIGN,41670
139,11010781,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2202156.2,3035850.156,6006410,142,11000000,3670260.333,3217329.096,6006410,584,6007036,6007036.0,0.0,6007036,6007036,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,584.0,0.0,584,584,6006410.0,0.0,6006410,6006410,DDoS,BENIGN,41671
139,6214,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,887.7142857,1718.865877,4734,3,6214,1553.5,2592.747127,5401,3,5564,2782.0,2760.544874,4734,830,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,42023
445,6027428,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861061.1429,2268502.941,6005519,92,6027428,1506857.0,2999119.237,6005519,559,6007809,3003904.5,4245816.304,6006150,1659,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,559.0,0.0,559,559,6005519.0,0.0,6005519,6005519,DDoS,BENIGN,43076
139,11011532,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2202306.4,3035946.592,6005468,127,11000000,3670510.667,3217319.566,6005468,608,6006107,6006107.0,0.0,6006107,6006107,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,608.0,0.0,608,608,6005468.0,0.0,6005468,6005468,DDoS,BENIGN,43077
139,6359,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,908.4285714,1667.995989,4639,4,6359,1589.75,2491.216888,5286,4,5525,2762.5,2653.77175,4639,886,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,43589
445,6028684,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,861240.5714,2269015.173,6006860,72,6028684,1507171.0,2999803.957,6006860,574,6009134,3004567.0,4246771.605,6007488,1646,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,574.0,0.0,574,574,6006860.0,0.0,6006860,6006860,DDoS,BENIGN,44681
139,11011822,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2202364.4,3036146.758,6006859,121,11000000,3670607.333,3217606.245,6006859,595,6007459,6007459.0,0.0,6007459,6007459,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,595.0,0.0,595,595,6006859.0,0.0,6006859,6006859,DDoS,BENIGN,44683
139,6308,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,901.1428571,1670.436712,4644,4,6308,1577.0,2463.579374,5236,4,5467,2733.5,2701.855011,4644,823,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,44798
445,6026296,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860899.4286,2268317.305,6004938,138,6026296,1506574.0,2998919.675,6004938,568,6007252,3003626.0,4245347.492,6005540,1712,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,568.0,0.0,568,568,6004938.0,0.0,6004938,6004938,DDoS,BENIGN,45823
139,11009400,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201880.0,3035424.058,6004923,113,11000000,3669800.0,3216822.167,6004923,570,6005541,6005541.0,0.0,6005541,6005541,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,570.0,0.0,570,570,6004923.0,0.0,6004923,6004923,DDoS,BENIGN,45824
139,14938,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,2134.0,4869.383671,13156,48,14938,3734.5,6839.825217,13978,48,14058,7029.0,8664.886497,13156,902,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,45871
445,6024533,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860647.5714,2267523.921,6002885,17,6024533,1506133.25,2997845.925,6002885,558,6005016,3002508.0,4243869.639,6003377,1639,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,558.0,0.0,558,558,6002885.0,0.0,6002885,6002885,DDoS,BENIGN,46881
139,11007347,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201469.4,3034759.441,6002627,109,11000000,3669115.667,3216016.862,6002627,599,6003253,6003253.0,0.0,6003253,6003253,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,599.0,0.0,599,599,6002627.0,0.0,6002627,6002627,DDoS,BENIGN,46882
0,27400152,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,6850038.0,5423291.306,11700000,2011075,27400000,6850038.0,5423291.306,11700000,2011075,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2011075.0,0.0,2011075,2011075,11500000.0,255201.9084,11700000,11400000,DDoS,BENIGN,46883
139,6452,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,921.7142857,1688.583007,4699,3,6452,1613.0,2508.741384,5338,3,5574,2787.0,2703.976331,4699,875,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,47299
445,6024492,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860641.7143,2267605.194,6003066,87,6024492,1506123.0,2997971.907,6003066,699,6005714,3002857.0,4244028.031,6003838,1876,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,699.0,0.0,699,699,6003066.0,0.0,6003066,6003066,DDoS,BENIGN,48553
139,11007912,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,2201582.4,3034845.878,6003029,94,11000000,3669304.0,3216084.524,6003029,743,6003857,6003857.0,0.0,6003857,6003857,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,743.0,0.0,743,743,6003029.0,0.0,6003029,6003029,DDoS,BENIGN,48554
139,6068,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,866.8571429,1695.834252,4658,3,6068,1517.0,2482.116839,5189,3,5510,2755.0,2691.248409,4658,852,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,48706
445,6026748,5,3,168,127,168,0,33.6,75.13188404,127,0,42.33333333,73.32348419,860964.0,2268900.39,6006327,115,6026748,1506687.0,2999769.269,6006327,596,6008801,3004400.5,4246312.693,6006997,1804,0,168,104,0,168,32.77777778,65.84409195,4335.444444,0,0,0,1,0,0,0,0,168,29200,235,1,32,596.0,0.0,596,596,6006327.0,0.0,6006327,6006327,DDoS,BENIGN,49730
139,8439702,4,2,18,0,18,0,4.5,9.0,0,0,0.0,0.0,1687940.4,2633798.557,6006325,118,8439702,2813234.0,3020885.417,6006325,598,6007023,6007023.0,0.0,6007023,6007023,0,136,72,0,18,2.571428571,6.803360514,46.28571429,0,0,0,1,0,0,0,0,136,29200,227,1,32,598.0,0.0,598,598,6006325.0,0.0,6006325,6006325,DDoS,BENIGN,49732
