Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Header Length.1,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,true_label,predicted_label,sample_index
80,16002,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,16002.0,0.0,16002,16002,16002,16002.0,0.0,16002,16002,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16193
80,13967,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,13967.0,0.0,13967,13967,13967,13967.0,0.0,13967,13967,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16194
80,15868,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,15868.0,0.0,15868,15868,15868,15868.0,0.0,15868,15868,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16195
80,18962,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,18962.0,0.0,18962,18962,18962,18962.0,0.0,18962,18962,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16196
80,1974,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,987.0,1390.171932,1970,4,1974,987.0,1390.171932,1970,4,0,0.0,0.0,0,0,0,60,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,60,0,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16406
80,1961,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1961.0,0.0,1961,1961,1961,1961.0,0.0,1961,1961,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16407
80,4960,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4960.0,0.0,4960,4960,4960,4960.0,0.0,4960,4960,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16408
80,5963,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,5963.0,0.0,5963,5963,5963,5963.0,0.0,5963,5963,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16409
80,3964,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1982.0,2798.72864,3961,3,3964,1982.0,2798.72864,3961,3,0,0.0,0.0,0,0,0,60,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,60,0,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16410
80,8958,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,4479.0,3510.078062,6961,1997,8958,4479.0,3510.078062,6961,1997,0,0.0,0.0,0,0,0,60,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,60,0,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16411
80,10856,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,10856.0,0.0,10856,10856,10856,10856.0,0.0,10856,10856,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16412
80,6980,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,6980.0,0.0,6980,6980,6980,6980.0,0.0,6980,6980,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16413
80,10955,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,10955.0,0.0,10955,10955,10955,10955.0,0.0,10955,10955,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16414
80,10939,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,10939.0,0.0,10939,10939,10939,10939.0,0.0,10939,10939,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16415
80,13957,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,13957.0,0.0,13957,13957,13957,13957.0,0.0,13957,13957,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16416
80,12913,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,6456.5,7801.509117,11973,940,12913,6456.5,7801.509117,11973,940,0,0.0,0.0,0,0,0,60,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,60,0,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16417
80,12385,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12385.0,0.0,12385,12385,12385,12385.0,0.0,12385,12385,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,40,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,BENIGN,16418
